"Name","Guid","SharedSoulGuid","Position"
"prepadeni_horsePivec","4d1c6029-8ad3-346a-bad3-2fc18c48d9a0","4945b24e-565f-8d11-a985-6610349b3da6","0,0,0"
"nebakovObrana_freeRanger_9","8c18e304-90c8-44b5-9006-3e952d918b7a","945f83be-da35-4205-83ab-66fe45a8a294","0,0,0"
"utokNaNebakov_valley_group3_friend_1","a5cab076-2809-43ba-a96b-b7ba71779479","3e872cee-a22c-4d95-b961-9198aa86d9c4","0,0,0"
"zranenyLovci_wolf_2","f80de59d-3f11-429b-9c16-a2d359c9f792","46b86287-42b4-cc82-b369-a57a5e70f4a6","1415.615,2886.3889,17.4"
"InventoryDummyPlayer1[ui/Apse2_f3b7a12f-e4e6-4a81-a614-9032037da8d8]","268b5f18-978b-4849-adbe-a230ae4277cf","00000000-0000-0000-0000-000000000000","-3907.5569,-3994.2959,50.83989"
"SpawnedAnimal_RedDeerDoe_3D540DF1_1","e8a65c7c-1948-8293-3911-399ded803397","03501abb-222b-4b7a-a0ba-6e7fd33a4fb8","2450.3035,1829.5103,76.32"
"rvacka_apprentice_3","d2e87cec-fecd-15f1-a931-77a768675100","170c2a97-0e0f-4cd9-8079-ed34cbc94d31","2497.0891,2023.3129,113.07478"
"utokNaNebakov_feast_group1_animchar_3_rec","4cbd2126-887f-4b14-9e13-ede4b2e6903c","6023b99b-e32c-4b7f-81e9-3bd762a7d893","0,0,0"
"nebakovObrana_attackerGunCrew_5","c128fb10-e75c-4445-8949-7df233b95090","b1b6f950-9caf-420c-9fa6-a72c337f3efc","0,0,0"
"korenarka_dog","0387327f-82bb-4b40-9853-87e06278f444","84e7d778-fe5f-44d9-9293-1e3c4e6da025","1491.585,1986.687,16.99152"
"zranenyLovci_wolf_1","eb02b95a-d256-4f94-a44c-9ceab61fdee6","46c65d88-d776-0404-a905-5e702ea025bb","1415.615,2886.3889,17.4"
"SpawnedAnimal_RedDeerDoe_3D540DF1_2","149d81a3-78ea-ee08-e6cc-02614fe1a8fb","03501abb-222b-4b7a-a0ba-6e7fd33a4fb8","2447.2817,1840.8729,81.3666"
"lovVlku_forthPack_dog_3","6a9443cc-cdf9-4138-83b3-4fd185c06216","a330658f-d039-4406-a662-6882e63daddb","0,0,0"
"tvez_utopenec_1","3cea0844-0090-4f9a-ae22-77675a425829","079cbdbd-4e79-4dfd-a20b-ed745d4e66a4","830.27142,1839.637,10.35886"
"ttkc_vosycka","ffc6c12f-4d6a-48a1-8ba9-bb3214d4d006","74d93621-d457-4870-9e3e-ecbf41701c6d","2635.4185,2040.5393,109.24106"
"utokNaNebakov_feast_group2_animchar_10","ff79a2bf-275b-4366-9d95-9c13b8751b8d","fffb9966-026b-446f-86a6-45857927983d","0,0,0"
"dummyWanderer_horse_7","abbc37ae-3ecb-48fa-9314-b3abac20a011","18237da5-3e4f-4f08-b53a-9f71442bd0c5","27.36907,1249.571,83.949997"
"ttro_man_46","e7a58e13-6ead-48a2-a7d2-03aa2ad632de","b2921206-8dbf-4696-a858-f22fea82f315","0,0,0"
"nebakovObrana_attackerGroupB_22","ff289ca1-6166-4730-8f62-e4fea9763ea8","fe3e389b-df13-4633-bb58-94c5b4f3434c","0,0,0"
"utokNaNebakov_valley_deadAnimchar_79","ff18acd6-0b08-4479-a004-caaa6288c88b","ac06e22c-98f2-4614-9ef0-f27cd8a8ceea","0,0,0"
"vezniNaTroskach_apolenaHorse9","7279c32b-d598-4471-8fe4-91455d8eede6","36431e54-361d-4035-a7db-410459f26a56","0,0,0"
"utokNaNebakov_valley_shooter_5","1f6332b1-c3d9-4033-8f67-88046d55dd26","c72e5d5b-981d-4095-a326-3ded9a750fba","0,0,0"
"vezniNaTroskach_tapo_soldier_57","e4a59204-4d31-446c-b013-8ff7d85c39ab","c650f479-d0a9-45d8-b97e-068e476374f5","0,0,0"
"nebakovObrana_attackerGroupA_ladderGuy_1","8296500e-c423-454f-9538-79f28a05a5d5","f4177f97-8965-42a5-8bc5-bf6bafc4d013","0,0,0"
"bohutovaVlozka_deadman_6","fed2a504-67b7-4f0a-8433-2d724573c28f","8da3c553-7187-466c-ae02-35cad0d15097","0,0,0"
"tvez_vajda","4302266c-b66a-1812-66b4-a5774a9dd5a4","4e519b87-09c2-77fc-64dc-02f00b7ae399","1084.6704,1942.7954,29.449804"
"nebakovObrana_attackerGroupB_ladderGuy_3","feb0886b-e54d-4a7a-88b6-17cfda50c753","768f43db-f6ce-4a29-96d8-d3fac87dab08","0,0,0"
"tvez_utopenec_2","f48478c1-6d43-4793-bd61-0acb1d5ce010","8a89f626-9ffc-4fa9-8a8d-12d2ce12ebb3","837.72357,1840.507,10.32852"
"tsem_woman_12","4e177076-cd18-70e4-f396-4df7aab780ab","46ec6bf1-3bac-85d6-8ee7-f90b1b25a4a8","1451.9963,1566.5531,66.042885"
"ttkc_woman_17","fe13501a-bce1-4c53-8ece-516fc2c0dee1","f9a94c81-d804-44ab-9d0e-9c4decefbcd0","2330.1262,2079.7466,110.4786"
"tzel_lida","4222ddf5-f666-b72c-1862-9cbc5608a388","44e8a915-bb7d-a071-6993-a7b5f11baf82","1778.8142,1955.099,40.786148"
"dummyWanderer_horse_1","fdd79b9d-3f5a-4e21-91ac-930431b79952","5ec0f8e0-1251-4a83-b3fb-c737cc7e7e6e","27.36907,1249.571,83.949997"
"tapo_kasparBandit_5","010b1132-ee0e-47b3-a9f8-1da4f04a6cc8","de64e404-6377-4db9-abb1-64a64e7c68e9","2785.6775,2588.3853,127.33384"
"vezniNaTroskach_tapo_soldier_31","a06082a4-27b2-4dfd-adf1-f92a6c38ef19","9edea14e-93d7-4c01-9ced-9ddaa8b86a75","0,0,0"
"ttac_dog_3","7132e892-accb-420f-813f-a3f788728c25","6b6386bf-37a2-4287-aca1-adcd19728ac2","1997.215,2557.4761,121.5951"
"utokNaNebakov_valley_group6_friend_1","fdbecae1-91a1-4737-bc26-e1b32586330e","57c2145e-ecbb-4e92-8528-4877803bfa53","0,0,0"
"cow_static[animalcare/cowCare11_ab536ef8-d324-4fb2-938d-bc3b44b98434]","fd6ae024-595e-4676-b83f-e8bd6fe97156","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","1983.177,2585.146,123.6177"
"tzel_man_7","97f1e5e9-bb03-4553-87ef-ff65304f7a4a","271ac033-a516-4928-b1f7-825bc57c46e3","1759.988,1928.3979,38.08556"
"vezniNaTroskach_tapo_soldier_29","a0dd884d-bc5b-4bd1-b926-736907e0c168","b7eee7d8-a63a-4006-bf38-a2746322a149","0,0,0"
"tvez_horse_6","c130724f-5971-444f-b4a6-2ad0d56b2db8","7341d98e-2da0-4b21-aaca-343ea6b0e86e","1016.435,1865.024,30.448351"
"utokNaNebakov_valley_group1_enemy_3","a75dba93-d35f-48cc-99c1-5c183455dbdf","86cdd9ce-c5a6-4d10-b721-cd4e82d667c2","0,0,0"
"tneb_closedCastle_man_8","fcd1a16a-5437-4069-8c8c-e4cdfdfbdd59","56beb0a7-711f-43c2-be5c-5522e3e0e36d","1825,1250,33"
"ttkc_drozd","4675cbb4-30cf-f176-929e-6d4304bd1b94","482a30a6-e506-945c-00f9-29cf10e033b1","2310.0269,2062.4731,110.7053"
"tneb_man_18","4ac9f1a0-8507-38ab-b969-ae6c8059438c","4a5baae4-2667-2892-178d-b47b10e562b3","0,0,0"
"ttro_man_52","aafade36-c2bc-4901-a1bd-9f96e50f5627","c7ddfdc5-c2b2-4ead-8c33-6ea81f6103bd","0,0,0"
"rasuvUcen_ambusher2","4b935d67-c1c6-3631-bfdb-26992a9a7fb5","4af3f32a-48db-a1d2-ecdc-25a05c611bba","0,0,0"
"lovvlku_safarik_lostSheep","fc7c655d-ebb5-42f5-bc05-832292613f1d","79326b3e-a7a1-4e35-9c04-335917f97f78","0,0,0"
"utokNaNebakov_valley_deadAnimchar_73","d64f7519-a8e7-4b28-b9aa-a98596bce249","9a31a3b9-cd88-4173-be05-758b686607e9","0,0,0"
"vezniNaTroskach_apolenaHorse3","606f3487-7bab-454f-9353-961bbba7d342","0bbcf460-439f-4073-926e-f180c122100e","0,0,0"
"tvez_man_17","4608204e-8ff0-d32f-182c-8f5e374a89b1","43471526-ac3d-74a8-2d09-a0a25e606fa3","911.13916,2005.9215,14.529523"
"utokNaNebakov_hermanHorse","fc1aee7d-68c2-4a8a-8c35-117f3d90a732","55353ccc-b4bb-4d38-ba64-10d95607421c","0,0,0"
"bohutovaVlozka_eriksCompany_man_17","e5e1edd1-ee15-404a-8efc-59d1eea0d673","40f25686-531d-4ba8-bd7a-9ff7eb1845b7","0,0,0"
"cow_static[animalcare/cowCare1_b788b6cd-6d78-4498-8b93-17dafbbc058e]","e4ee5e3c-298f-4b06-b870-2dff82949bba","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","1730.228,1990.927,41.299999"
"ttkc_dog_2","5caa1d1b-e184-4364-838e-daa6de449404","187b58c7-e5ec-4307-9a78-743c584c9427","2285.1008,2021.0667,104.30666"
"nebakovObrana_attackerGroupC_15","fc03d637-986f-4c80-92f3-4cced2d5282e","6ed619a1-8b7b-4024-945c-c60b48b294d3","0,0,0"
"ttkc_man_26","fbecc9e8-5644-4b50-b704-a7e95ee4d0f0","cfa65480-f361-4cf8-80c5-1900b7846bc8","2435.2476,1965.5284,108.0555"
"tzel_farmhand_3","4dcee5eb-bf59-b418-0e94-81ce0e9a2cbb","4f65cff0-aa7c-d535-2b2b-bfcfcfd48bbf","1736.688,1992.272,41.751652"
"utokNaNebakov_feast_group2_animchar_8","fbd09fdb-6f5a-4ae2-bd69-e804db9b16c9","f4e02e3c-ab11-44cc-83b2-60f21aa214b5","0,0,0"
"hledaniPsa_secondPack_wolf7","69839a7d-c8f0-485b-b224-f0fb64091718","82ffa694-1b3e-49fb-90ef-255eb0a09925","0,0,0"
"ttkc_marketa","44ac495e-3723-2407-9b8c-d093f4d143bc","4b842b7d-caeb-cf7f-afc3-83814368698c","2645.3911,2053.5901,109.5955"
"rasuvUcen_herdsman_man","fbc2660a-36c6-4dd9-95e8-9fef4b224e94","342fec04-28e1-494d-89c4-a680a74e0806","0,0,0"
"kocovnickaCest_wolf_1","48a916b2-958f-4510-a1c4-9976d464c689","9c6e36b3-ba32-4fbc-9d0a-3c0d45f35990","0,0,0"
"ttac_man_11","f7ca7a0a-2dc9-4b55-8219-88506b0771ac","f21b01fb-3a28-45ec-b25c-97858519a5bd","2093.5959,2546.123,125.971"
"tkrc_nezahrabaneMrtvolyWolf_4","fbb03685-b690-4a54-901b-0ce8cd614c84","5e5379d5-9999-4771-8559-7900801ce00e","1081.7371,2246.6279,39.42812"
"utokNaNebakov_feast_group2_animchar_15","fb4bd8ad-19cc-49e2-a332-1d7d7e82e8ca","2cb629c5-d61d-4532-970a-fd84810bf27e","0,0,0"
"tzda_horse_1","83de973d-a17d-4c75-a9d4-9d2de97493d2","a035f87a-a0ed-4c02-9c1e-7f960da9bb3f","2423.3608,1712.0535,84.587585"
"dummyWanderer_horse_2","f0d04943-25e7-4bff-9334-86e1944eea9b","240b9f0b-837f-4e3c-b7b1-11382d2e1546","27.36907,1249.571,83.949997"
"vezniNaTroskach_ttro_babaSoldier_3","fb1e4309-7bba-44a9-af6c-3ec0792e1ee7","77e65b2e-efed-4268-9c77-7819de8626bd","0,0,0"
"tbuk_neoznaceneHroby_man_1","5fd05a1e-c89d-4cee-923b-5cd2b8b5d3b6","0796c866-3009-4549-99ab-a883050dfc16","1552.182,2747.9651,55.932911"
"prepadeni_deer_2","b4226268-837b-4794-b7e1-e6d5bbe72329","6baa8c18-000c-4890-b65b-9390b63cffe9","0,0,0"
"nebakovObrana_attackerGroupB_5","ed9497ee-34c8-4b94-97d4-e1bf950ab168","9cc801b2-dbbb-44c7-be5e-675711043dea","0,0,0"
"nebakovObrana_beforeBattleMeleeGroup_25","fa95727e-a855-4f13-b6fd-d6f625fcf387","00000000-0000-0000-0000-000000000000","0,0,0"
"ttac_woman_4","82cf9bd2-b14d-42be-8d6c-10818bb14c33","49daaf6f-5119-420a-b7c6-33825b912bb3","1996.135,2471.062,113.0597"
"ttro_horse_4","4a5aa78e-7dfd-4a27-9368-83b9000c376d","8ff6fc73-5018-42d4-9ce5-034daccfe1a5","0,0,0"
"bohutovaVlozka_rowdy_2","fa1f0124-1150-495e-b270-24bb2b4a641e","f61ce06c-93ca-4157-af2f-fc286b5ad83f","0,0,0"
"tzel_man_10","b0a6a0d2-f9b2-4326-9f96-f99e853c6d68","8158f557-018e-4016-95a4-024bb060bd18","1801.035,1941.075,41.004478"
"rasuvUcen_wolf_2","184f7ec9-15e8-40b3-84e1-a3945f1d9926","4f5926d6-025f-460d-8e07-3e0fc0cae666","0,0,0"
"nebakovObrana_beforeBattleMeleeGroup_7","ac8698c8-6fd5-43fa-9540-3b073a60ad27","00000000-0000-0000-0000-000000000000","0,0,0"
"nebakovObrana_deadBody_3","fa098fbe-e9fb-473f-b4c8-197bc65b5d00","43977793-4966-4003-bc7a-98d4d00c5775","0,0,0"
"utokNaNebakov_feast_musician_2","e648d2d8-12bd-4a03-a55d-cdb0c0785d14","a2aa3923-726b-4bdd-beec-4dda5a948a2c","0,0,0"
"nebakovObrana_attackerGroupB_20","f9d7c6b8-aaad-4cf8-871a-953c6445da26","9e3966b2-6a7e-41e6-94e4-261747b20ab4","0,0,0"
"ttro_man_44","48243b70-d645-445b-8f78-6d124c986d83","b810b5b8-dd12-4df7-9965-a05e36b55690","0,0,0"
"bohutovaVlozka_eriksCompany_man_3","f9c0ca65-602b-4ce7-8736-ec02ba8396c0","178e4324-ac3e-452a-b1e5-bf508f1d9492","0,0,0"
"tsem_dog_3","59901695-805f-4b9e-8d44-c7918f9dd92e","ad8c808f-2a30-48fb-98fd-3ed3e57ed7cc","1578.077,1729.5959,77.390373"
"tneb_michal","49496d33-17d5-7c69-696e-96e0e668b49a","7f3eb34c-cec4-4b00-aec1-e2dc34134da4","0,0,0"
"utokNaNebakov_valley_trackviewGroup2_friend_5_rec","1d8efecd-9e8a-45d7-a48c-899bf3ca0fb0","19c69e97-d4e0-445c-8b0a-cd597eb696a7","0,0,0"
"utokNaNebakov_valley_fallDownSoldier_3","c0bc1da2-649e-41cb-a44d-00b5ca0fe63f","23a94c65-c9cc-4bec-8054-472a1d7d610e","0,0,0"
"utokNaNebakov_valley_obstacleDagger_1","f92532ea-df9b-4c70-9b88-2d21713fe7da","070d9f6b-7e98-4655-9a6a-3657e2c1b75d","0,0,0"
"utokNaNebakov_valley_deadAnimchar_81","ca2c5190-9372-4e10-9639-56f608b6044b","c2b763fd-6e13-4e94-a111-930d4c8e1a1e","0,0,0"
"tsem_dog_2","bbc05d15-259d-4512-adb6-4a47145a8843","bfb9b4d5-acbd-457e-b179-4dfe57fff77d","1496.444,1593.446,72.016777"
"bohutovaVlozka_eriksCompany_man_2","f8c0f502-b6d8-4f32-af9e-236afe794a95","133edaff-e8b1-4361-80e6-27b55f7e761a","0,0,0"
"utokNaNebakov_valley_chokeToDeathSlave_1","c67ac767-fcaf-404c-a9ba-967c515173e2","52030915-275f-477c-a8c5-f4a2632eaa0b","0,0,0"
"nebakovObrana_attackerGroupB_6","f8905d37-2a7e-4e40-8a76-d092d568b2d2","f3631969-940c-473a-8b3d-c1be9c2ee00f","0,0,0"
"ttac_woman_7","f4a086d3-01ab-458b-8ff3-0ffadef71473","ddf4ac93-d15d-4728-8083-16cf46f68444","1977.682,2570.2151,121.4459"
"nebakovObrana_beforeBattleMeleeGroup_26","60640efc-2952-4590-91fd-25b418b2df67","00000000-0000-0000-0000-000000000000","0,0,0"
"tvid_woman_1","4151c0a7-945d-2f19-6702-2d0890ec6696","4bb85c62-b0f9-c430-27e5-2ecfd254df90","1233.809,2659.2849,16.795271"
"nebakovObrana_beforeBattleMeleeGroup_10","f8247ad8-fb48-4bd6-bd04-6bc15d5aeca2","00000000-0000-0000-0000-000000000000","0,0,0"
"utokNaNebakov_feast_group1_animchar_5_rec","f794a7e1-95ac-4001-b0b9-4cb206803490","ae6d8971-775b-4087-8dae-9aeb5bbd7f7e","0,0,0"
"ttro_woman_3","4bfc7215-babb-4f8c-3219-1108e50d3c8f","47ae92b9-efca-4ed8-8abe-6217b5c51da7","0,0,0"
"utokNaNebakov_valley_deadAnimchar_9","f7920345-567d-4519-b735-250d1df1ebd3","7e6e2ac1-34bf-4e9a-8b1a-51e576458a2a","0,0,0"
"tkop_vrah","f78788ae-a219-4f74-aece-f06c5fd3bb77","c3c05829-4efe-4d83-ac6b-2017e0bda728","0,0,0"
"utokNaNebakov_valley_deadAnimchar_32","f739f9b8-119d-4d19-a643-de8614ce5672","8f040dae-8fcc-4333-8293-658712f65847","0,0,0"
"tvez_woman_3","c3686a34-b26a-4ef3-b81d-15256642162f","00ec8c08-21d3-4f65-8c84-cf28958f0cde","1108.769,1948.127,29.222151"
"nebakovObrana_attackerGroupD_7","e6b6d298-ae9e-4ea5-bec1-e083461d5861","bc6a1891-4d9d-4a6d-91c7-f6049552a86e","0,0,0"
"ttro_man_45","e6ed52ad-fb64-4932-85f9-c3f5f50ef72f","929b2755-74a6-48ee-9c42-9acfa0fef118","0,0,0"
"nebakovObrana_attackerGroupB_21","f7396ae1-3e93-464c-95c2-af283ecf7393","0235e05a-f2f2-485c-bf6c-766b6efd36a3","0,0,0"
"utokNaNebakov_valley_deadAnimchar_17","f6ee7ec9-344b-4b0d-872d-6ad6f6db0a70","122bd46b-aa97-4101-9a8c-7745fab206c3","0,0,0"
"tvid_man_7","f6d19ac8-5896-4b15-ac84-1028fc332e85","6947a43f-30eb-49bd-9997-44396f01fcba","2010.228,2240.9053,101.82032"
"zaby_sheep6","41affccc-f07f-c7c5-776e-256007e5fd81","4b3307bf-70af-e0da-7775-4f8c5e041d92","1892.421,2477.593,98.502159"
"tpod_man_5","46d396a0-4b9f-fab5-a66c-90589f52c294","4f45df7c-4667-77a0-a415-d03b0cd1e293","1219.2731,1543.5481,60.566814"
"vezniNaTroskach_tapo_soldier_78","e5f920f8-4931-40cc-ab90-cf541264c950","40e26e48-ef85-431d-ace4-3c33570d1d3b","0,0,0"
"lovVlku_rogue_1","4cd2309d-a934-5a2a-2a26-33f9310079a9","ac3bf77d-35bc-440e-8ee5-50a855bcd6f6","0,0,0"
"ttkc_bailiffSon","f696c40d-4927-432d-b07a-1456518df343","94c3e852-853c-4c84-a0e5-8ea5f36d51aa","2225.3088,1954.3667,99.549225"
"vezniNaTroskach_tapo_soldier_21","f6151c94-83e6-4d51-bb16-53b6f89aa781","f004d9ad-92c9-4e6d-93e3-34b738e06d0e","0,0,0"
"ttro_closedCastle_trosky_11","48723ad7-5928-4bc7-8922-c03973c03f39","44e3523f-e107-4e0c-8637-80a9f048bf3a","2542.917,2618.6201,182.06081"
"nebakovObrana_attackerGroupA_2","d47be300-4dd0-4dcc-bb53-d276cdf387f8","79276700-fbfa-4462-b896-e48c07a3318e","0,0,0"
"prepadeni_bailiffsGroupHorse_11","f5f818ee-8cb1-4a5a-8d2d-b20ceea8ac59","ac7af82c-afd1-48f7-b8b5-cbe784c6fd49","0,0,0"
"utokNaNebakov_feast_group2_animchar_5","6df8b9de-9d4c-4adf-8dc6-9950a7d878c4","cfaf0aab-ca2e-47b9-a597-6e51a204c2c4","0,0,0"
"malir_wolf_1","47f16f25-8bd5-4444-b406-b3077edb884d","63a95318-4261-4f90-a498-d35e9afda53f","0,0,0"
"bohutovaVlozka_horseAtMill_2","f57e9f24-f32c-4dd2-8ad7-312ed54f3d56","90530105-d630-4b6e-8beb-a8b852057fa3","0,0,0"
"tneb_mikes","d8c2149c-3767-4a43-8c5a-8c9fcb1a6b58","d8c2149c-3767-4a43-8c5a-8c9fcb1a6b58","0,0,0"
"tneb_man_26","4c2c3dbc-db83-35f8-b989-3b312cbd5883","4efc5bda-5af9-9089-d095-46bde89fe299","2095.0466,1268.1116,17.501808"
"ttro_horse_1","f5652103-2d2a-497d-b9fd-58d4beda58a2","df5c30d0-2847-47bc-a941-91dc25553779","0,0,0"
"nebakovObrana_attackerGroupF_9","368d8ce4-953c-46e3-99de-bfec44d804c3","a6d5ca39-aabc-48ab-97cc-540ede1fdd29","0,0,0"
"utokNaNebakov_valley_deadAnimchar_25","f564f427-a321-4a25-92ed-52c274a3c9d0","44fd2442-509a-4283-b251-f76ec02725d0","0,0,0"
"ttro_man_51","f51c8c77-2b92-4b39-9a76-73ebf55138f4","c545a6ff-1920-4537-91de-a5dfd8b7ff3d","0,0,0"
"rasuvUcen_ambusher1","4bbfa9c3-f9e3-52f0-14f1-d9c43d64ffb6","47c5de63-d3ae-d6db-228f-b899c8fc6583","0,0,0"
"ttro_man_79","c983e708-ba87-4edd-b734-961c4c4327cc","d2b4cbf8-9ebe-4ddf-a2d8-6c281c13812a","0,0,0"
"utokNaNebakov_valley_shooter_18","955d0f05-d824-402a-8440-9d9563f1e839","3f89e6c2-eb57-4c6f-bccd-2092d0699289","0,0,0"
"utokNaNebakov_valley_deadAnimchar_80","f506aeb1-0af5-4d23-8e51-6b3ae1202659","73e4645a-5a0f-4532-b019-e216a1119380","0,0,0"
"vezniNaTroskach_tapo_soldier_47","56878490-3f87-43ed-8b17-0e02ac64a2e9","0b7a5b60-f2e4-40f9-88ff-8c832502a93c","0,0,0"
"utokNaNebakov_guard_1","b9ae12fe-7223-4170-b5e4-c6777726b835","756360b2-1459-4ae1-8af8-277f9bd8424c","0,0,0"
"tpod_dog_1","c8332226-ee0c-4ef7-9029-d988926b475b","3d14fb20-dfad-4b6f-b28b-e0f9398e8e08","1142.929,1385.392,10.66801"
"nebakovPruzkum_herynk","f4f05c70-fa06-4e68-b390-0857fddfa1bb","f4f05c70-fa06-4e68-b390-0857fddfa1bb","0,0,0"
"tzda_man_9","f4c76bf9-40f0-48da-a29c-0b3c8926715c","aefb7006-ca4d-4d4e-b624-b351459806b4","2191.4729,1593.8807,28.445063"
"tbuk_neoznaceneHroby_woman_1","bdc91a28-4e2c-48e2-a091-e279e5a3162d","26a0ba34-6965-42b3-ba4d-ff91bcc0e90d","1574.782,2707.5239,65.840828"
"ttkc_olina","492c591a-2b20-fb44-7918-8eaa5867dbb2","4916e02a-fbbd-6545-c99b-9b7d7edc2486","2237.0005,1974.9314,100.64657"
"tsem_racek","cb62d11c-a581-48d3-9421-31932491f2f2","cb62d11c-a581-48d3-9421-31932491f2f2","0,0,0"
"vezniNaTroskach_catherinesInformator","f4773462-a20e-4fdd-94ac-c9619ff070e0","6f091ea5-4d3d-42af-a6ce-6d212be1dc2c","0,0,0"
"tpod_zink","45f6074c-6f6e-e538-b77b-efe068130287","4ae525ca-6f90-4cf7-7eb0-de1de9963992","0,0,0"
"ttro_man_67","f457935b-b538-40f3-ba75-11ee0986dfda","ab7200e8-b86c-4eaf-83ad-e447fbbce0f0","0,0,0"
"nebakovObrana_attackerGroupF_7","f39bd34e-57ee-4818-b1d6-80de0f2d74ec","d217926a-21f8-48cd-8d4e-236285b2ae85","0,0,0"
"tkop_man_2","7b923bc9-5107-44a4-81cb-7ce1c0fae031","81a2ef00-57d1-4759-85a4-3f79d888dd63","2392.7473,3014.5874,99.600082"
"socky_cutscene_deer","e4cd63ca-d317-406c-aac8-42ebcc054f48","da0d6dc3-9584-44f3-8995-b344cd458d44","0,0,0"
"tsla_woman_1","4e5368d0-1a78-41e8-ccaf-999f38a9f692","4e9bdbd4-885f-b50b-3940-d9ff9a000382","2528.0588,1529.8054,85.835014"
"utokNaNebakov_valley_deadAnimchar_62","f2d37ea7-1646-47cb-aa96-641b9a16d95e","73db9749-1075-4915-b917-8ebf1cee3993","0,0,0"
"ttkc_man_3","4edf835d-3ab9-0b89-9d5a-299463594e88","4b4c6520-21a6-6125-d814-564837f165a2","2299.085,2050.6348,107.77397"
"ttro_man_80","f2864f7c-21ce-4263-933a-a053359ffb2a","67890173-3ed8-4fbc-a08a-f2d545a84755","0,0,0"
"tkop_ptacek","4361beac-9622-8880-2415-63a87e8d2d8f","4361beac-9622-8880-2415-63a87e8d2d8f","0,0,0"
"cow_static[animalcare/cowCare4_126c7dfa-af21-41b6-bd77-3d7c9bdf3f24]","5adb6bb8-9247-4251-aad1-7d2f205850b5","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","1425.634,1580.886,64.215439"
"tbuk_zibrid","43ba9a13-07cb-1352-44c6-f1fd4f23808c","4cad58d3-6d39-ab2f-418b-0860343697bb","1985.037,2798.6699,118.7927"
"tvez_horse_7","f23ea4ea-14bd-4e5d-a037-2f6decacadfd","8b2c12ef-a87c-492a-9adf-2b8e917c7e3b","895.16107,2005.723,13.78037"
"vezniNaTroskach_tapo_soldier_28","5f19531b-5a11-4786-8bed-8ccee4123adc","c6050959-4de3-4e1e-9a4a-3ff63baf017b","0,0,0"
"ttro_man_69","2a65e48f-a29e-4d9d-9645-defcaf4cbbff","88f31d56-83de-4272-a9ca-c5aa1fcdfd6b","0,0,0"
"ttro_baba","4b3c18d6-de74-5166-b249-a31e808930b1","45ed04f7-3e1e-f3d1-6a8c-aa75d4d88d82","0,0,0"
"tkrc_nezahrabaneMrtvolyWolf_2","f2287b9e-bb7e-4983-8c56-fc9c052dc776","78d17f64-eda5-4147-a387-e2d15bad207a","1081.7371,2246.6279,39.42812"
"vezniNaTroskach_ttro_pannaSoldier_1","2842d93d-d4e5-425d-ade9-c76f199ee656","5da96284-8bd3-4ec8-b6ce-12fd064d906c","0,0,0"
"zbranePanaSemina_moravak_5","f009d0e0-ed47-49d9-992b-627729466700","8311634e-9c50-44ec-b011-3ab436d047be","0,0,0"
"tvez_divozenka","f21bded6-ffdd-450c-a3ba-9ce23e5dee78","a4797b3c-898e-4da2-bc25-908f3f3987ca","742.7453,1659.988,28.471581"
"utokNaNebakov_feast_group2_animchar_6","d8160d2b-d670-4ee3-aeaf-ce4a42639cfb","614de8fa-cab3-489d-9324-644cd24e45d4","0,0,0"
"prepadeni_bailiffsGroupHorse_12","ddc04103-d3b3-419d-9f60-ed44db727ee1","200c0256-9472-4ded-8237-a5915e12df9e","0,0,0"
"hledaniPsa_secondPack_wolf9","ecc7bab9-2cbb-4463-8d23-5b3dcf9929cd","5713d83a-7252-40a5-8dfb-502e2d77af9a","0,0,0"
"malir_wolf_2","4a8ebca9-41e7-436c-bd42-e804b53d9c18","aa809859-f8c1-481c-a711-117db87293de","0,0,0"
"nebakovObrana_attackerGroupA_1","f1789a4f-d20a-4547-94fc-328c68ecac2f","78c1dd59-85fb-4591-9a1d-1394e54687fe","0,0,0"
"vezniNaTroskach_tapo_soldier_51","a62606ad-f672-400b-9d06-8c7a397e08b5","25f9c5b0-ba93-4146-8104-1b6dcd3434ec","0,0,0"
"utokNaNebakov_valley_shooter_3","f174c81b-7290-467b-b319-3077d03fb88e","be2034e2-7897-4bc3-883e-484f71acbdb1","0,0,0"
"rasuvUcen_wildlifeRun_wolf2","af215512-8280-478d-89ad-37b13e1a5a3a","1bb15638-bc1b-48d9-86d1-b24e5e38e4fb","0,0,0"
"tzel_man_12","e502c051-ed47-438f-8dbd-5458fc694093","5927ef47-3d33-4483-8316-ab3247f7aa4e","1646.097,2148.8928,41.725395"
"nebakovObrana_deadBody_1","f1534c45-f39d-43f1-8165-9cd5492f9c33","bbf396e5-3806-403d-8e7c-0d30d87e9dda","0,0,0"
"tzel_man_11","739323a6-3a09-47bc-abe3-3c700b8b0c37","7f37a899-4907-4afc-9f2b-d0b06d95fed8","1603.366,2219.9998,16.350069"
"tsem_suk","43b34929-f7bf-95f9-55b4-a23b90df7587","4cbf7572-6737-6992-ec40-b2cd8724bdb6","1646.1711,1547.5082,81.532463"
"rasuvUcen_wolf_3","ef10258a-472a-4e6c-8ce3-16b1ed17a0c1","217e01fa-875a-4d62-ac12-08bcb0424e86","0,0,0"
